Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
COMBES, Mr George	1877	1916	34	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	3							
CONWAY, Mr Percy Walter	1887	1912	25	Male	Victualling Crew	Crew				Belfast	Saloon Steward (2nd class)	LOST								
COOK, Mr Gilbert William	1880	1912	32	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
COOMBS, Mr Charles Augustus	1867	1912	45	Male	Victualling Crew	Crew				Southampton	Assistant Cook	LOST								
COOPER, Mr H.	1886	1912	25	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
COOPER, Mr James Edward	1886	1912	26	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
COPPERTHWAITE, Mr Albert Harry	1883	1912	28	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
CORBEN, Mr Ernest Theodore	1885	1912	27	Male	Victualling Crew	Crew				Southampton	Assistant Printer Steward	LOST								
CORCORAN, Mr Dennis	1879	1912	33	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
CORNAIRE, Mr Marcel Raymond André	1892	1912	19	Male	Restaurant Staff	Crew				Southampton	Assistant Roast Cook	LOST								
COTTON, Mr Alfred	1876	1912	35	Male	Engineering Crew Substitute Crew	Crew				Southampton	Trimmer	LOST								
COUCH, Mr Frank	1884	1912	27	Male	Deck Crew	Crew				Southampton	Able Seaman	LOST		253						
COUCH, Mr Joseph Henry	1862	1912	49	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
COUPER, Mr Robert Frederick William	1882	1941	30	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	3							
COUTIN, Mr Auguste Louis	1884	1912	28	Male	Restaurant Staff	Crew				Southampton	Entre Cook	LOST								
COX, Mr William Denton	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Third class steward	LOST		300						
COY, Mr Francis Ernest George	1885	1912	27	Male	Engineering Crew	Crew				Belfast	Junior Assistant 3rd. Engineer	LOST								
CRABB, Mr Henry James	1889	1912	23	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
CRAFTER, Mr Frederick Horace	1891	1960	20	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	SAVED	15							
CRAWFORD, Mr Alfred George	1869	1938	43	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	SAVED	8							
CREESE, Mr Henry Philip	1867	1912	45	Male	Engineering Crew	Crew				Belfast	Deck Engineer	LOST								
CRIMMINS, Mr James	1891	1956	21	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	13							
CRISP, Mr Albert Hector	1872	1912	39	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
CRISPIN, Mr William	1878	1912	33	Male	Victualling Crew	Crew				Southampton	Glory Hole Steward	LOST								
CROSBIE, Mr John Borthwick	1867	1912	45	Male	Victualling Crew	Crew				Southampton	Turkish Bath Attendant	LOST								
CROSS, Mr William Alfred	1868	1912	44	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
CROVELLA, Sig. Paolo Luigi	1895	1912	16	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST								
CROW, Mr George Frederick	1886	1960	26	Male	Victualling Crew	Crew				Southampton	Saloon Steward	SAVED	14							
CRUMPLIN, Mr Charles George Chandler	1877	1912	35	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST								
CULLEN, Mr Charles James	1863	1939	49	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	SAVED	11							
CUNNINGHAM, Mr Andrew Orr	1873	1932	38	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	SAVED	4							
CUNNINGHAM, Mr Bernard	1877	1912	35	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
CURTIS, Mr Arthur	1885	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
DANIELS, Mr Sidney Edward	1893	1983	18	Male	Victualling Crew	Crew				Southampton	Third class steward	SAVED								
DASHWOOD, Mr William George	1894	1912	18	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST		83						
DAVIES, Mr Gordon Raleigh	1879	1912	32	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	LOST								
DAVIES, Mr Robert J.	1886	1912	26	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST		191						
DAVIES, Mr Thomas	1879	1912	33	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST								
DAVIS, Mr John	1884	1912	27	Male	Victualling Crew	Crew				Belfast	Extra 2nd Baker	LOST		200						
DAVIS, Mr Stephen James	1873	1912	39	Male	Deck Crew	Crew				Southampton	Able Seaman	LOST								
DAWSON, Mr Joseph	1888	1912	23	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST		227						
DE MARSICO, Sig. Govanni	1892	1912	20	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST								
DEAN, Mr George Fox Hopkins	1892	1912	19	Male	Victualling Crew	Crew				Southampton	Assistant Saloon Steward	LOST		252						
DEBREUCQ, Mr Maurice Emile Victor	1894	1912	18	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST		244						
DEEBLE, Mr Alfred Arnold	1877	1912	34	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST		270						
DERRETT, Mr Arthur Henry	1883	1912	28	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
DESLANDES, Mr Percival Stainer	1874	1912	38	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST		212						
DESVERNINE, Mr Louis Gabriel	1891	1912	20	Male	Restaurant Staff	Crew				Southampton	Assistant Pastry Cook	LOST								
DIAPER, Mr John Joseph	1885	1955	27	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
DICKSON, Mr William	1875	1912	37	Male	Engineering Crew Substitute Crew	Crew				Southampton	Trimmer	LOST								
DILLON, Mr Thomas Patrick	1879	1939	33	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	4							
DINENAGE, Mr James Richard	1863	1912	49	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
DODD, Mr Edward Charles	1873	1912	39	Male	Engineering Crew	Crew				Belfast	Junior 3rd. Engineer	LOST								
DODD, Mr George Charles	1867	1912	44	Male	Victualling Crew	Crew				Belfast	Second Steward, 1st Class	LOST								
DODDS, Mr Henry Watson	1885	1912	26	Male	Engineering Crew Substitute Crew	Crew				Southampton	Junior Assistant 4th Engineer	LOST								
DOEL, Mr Frederick	1889	1940	22	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
DOLBY, Mr Joseph	1873	1912	38	Male	Victualling Crew	Crew				Belfast	Reception Steward (1st Class)	LOST								
DONATI, Sig. Italo Francesco	1894	1912	17	Male	Restaurant Staff	Crew				Southampton	Assistant Waiter	LOST		311						
DONOGHUE, Mr Florence Thomas	1880	1912	31	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST								
DORE, Mr Albert James	1889	1953	22	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED								
DORNIER, Mr Louis Auguste	1891	1912	20	Male	Restaurant Staff	Crew				Southampton	Assistant Fish Cook	LOST								
DOUGHTY, Mr Walter Thomas	1890	1912	22	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
DOYLE, Mr Laurence	1885	1912	27	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
DUFFY, Mr William Luke	1875	1912	36	Male	Engineering Crew	Crew				Belfast	Writer / Engineer's Clerk	LOST								
DUNFORD, Mr William	1864	1912	48	Male	Victualling Crew	Crew				Southampton	Hospital Steward	LOST		71						
DYER, Mr Henry Ryland	1887	1912	24	Male	Engineering Crew	Crew				Belfast	Senior Assistant 4th. Engineer	LOST								
DYER, Mr William Henry	1879	1912	33	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	LOST								
DYMOND, Mr Frank	1876	1947	36	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	15							
EAGLE, Mr Alfred James Jacob	1884	1912	27	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
EASTMAN, Mr Charles	1868	1912	44	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
EDBROOKE, Mr Francis Samuel Jacob	1888	1912	23	Male	Victualling Crew	Crew				Southampton	Third class steward	LOST								
EDE, Mr George Bulkeley	1889	1912	23	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
EDGE, Mr Frederick William	1873	1912	39	Male	Victualling Crew	Crew				Southampton	Deck Steward (2nd class)	LOST								
EDWARDS, Mr Charles Essex	1862	1912	49	Male	Victualling Crew	Crew				Southampton	Assistant Pantryman Steward (1st Class)	LOST								
EGG, Mr William Henry	1864	1912	48	Male	Victualling Crew	Crew				Southampton	Third class steward	LOST								
ELLIOTT, Mr Everett Edward	1888	1912	23	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST		317						
ELLIS, Mr John Bertie	1883	1932	28	Male	Victualling Crew	Crew				Southampton	Assistant Vegetable Cook	SAVED	2							
ENNIS, Mr Walter	1878	1912	34	Male	Victualling Crew	Crew				Southampton	Turkish Bath Attendant	LOST								
ERVINE, Mr Albert George	1893	1912	18	Male	Engineering Crew	Crew				Belfast	Assistant Electrician	LOST								
ETCHES, Mr Henry Samuel	1868	1944	43	Male	Victualling Crew	Crew				Belfast	First class bedroom steward	SAVED	5							
EVANS, Mr Alfred Frank	1887	1964	25	Male	Deck Crew	Crew				Southampton	Lookout	SAVED	15							
EVANS, Mr Frank Oliver	1884	1952	27	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	10							
EVANS, Mr George Richard	1884	1912	27	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
EVANS, Mr William Thomas	1878	1912	33	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST		31						
FAIRALL, Mr Henry Charles	1871	1912	40	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
FARENDEN, Mr Ernest John	1890	1912	22	Male	Victualling Crew	Crew				Belfast	Confectioner	LOST								
FARQUHARSON, Mr William Edward	1873	1912	39	Male	Engineering Crew	Crew				Belfast	Senior 2nd. Engineer	LOST								
FAULKNER, Mr William Stephen	1875	1949	37	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	SAVED	11							
FAY, Mr Thomas Joseph	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
FEI, Sig. Carlo	1893	1912	19	Male	Restaurant Staff	Crew				Southampton	Scullion	LOST								
FELLOWES, Mr Alfred James	1883	1912	28	Male	Victualling Crew	Crew				Belfast	Assistant boots steward (1st class)	LOST		138						
FELTHAM, Mr George William	1870	1912	41	Male	Victualling Crew	Crew				Southampton	Vienna Baker	LOST								
FERRARY, Mr Antonio	1879	1912	33	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
FERRIS, Mr William	1873	1912	39	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST								
FINCH, Mr Henry Herman	1893	1912	18	Male	Victualling Crew	Crew				Southampton	Steward (3rd Class)	LOST								
FIORAVANTE, Sig. Giuseppe Bertoldo	1888	1912	23	Male	Restaurant Staff	Crew				Southampton	Assistant Scullion	LOST								
FITZPATRICK, Mr Cecil William	1890	1964	21	Male	Engineering Crew	Crew				Southampton	Mess Steward	SAVED	B							
FITZPATRICK, Mr Hugh Joseph	1883	1912	29	Male	Engineering Crew	Crew				Belfast	Junior Boilermaker	LOST								
FLAHERTY, Mr Edward	1860	1940	52	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
FLEET, Mr Frederick	1887	1965	24	Male	Deck Crew	Crew				Belfast	Lookout	SAVED	6							
FLETCHER, Mr Percy William	1887	1912	25	Male	Victualling Crew	Crew				Belfast	Bugler Steward	LOST								
FOLEY, Mr John	1865	1934	46	Male	Deck Crew	Crew				Belfast	Deck storekeeper	SAVED								
FOLEY, Mr Wilfred Cyril	1890	1916	21	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	SAVED	13							
FORD, Mr Ernest	1879	1912	33	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	LOST								
FORD, Mr Francis	1868	1912	44	Male	Victualling Crew	Crew				Southampton	Bedroom Steward (2nd class)	LOST								
FORD, Mr H.	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
FORD, Mr Thomas	1879	1912	33	Male	Engineering Crew	Crew				Southampton	Leading Fireman	LOST								
FORWARD, Mr James	1884	1940	27	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	16							
FOSTER, Mr Alfred Charles	1875	1912	37	Male	Engineering Crew	Crew				Belfast	Storekeeper (Engineering)	LOST								
FOX, Mr William Thomas	1885	1912	27	Male	Victualling Crew	Crew				Southampton	Steward	LOST								
FRANKLIN, Mr Alan Vincent	1883	1912	28	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST		262						
FRASER, Mr J.	1882	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
FRASER, Mr James	1882	1912	30	Male	Engineering Crew	Crew				Belfast	Junior Assistant 3rd. Engineer	LOST								
FREDERICKS, Mr Walter Francis	1891	1960	21	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	15							
FREEMAN, Mr Ernest Edward Samuel	1867	1912	45	Male	Victualling Crew	Crew				Belfast	Deck Steward (1st Class)	LOST		239						
FRYER, Mr Albert Ernest	1882	1944	29	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED								
GATTI, Sig. Gaspare Antonio Pietro	1875	1912	37	Male	Restaurant Staff	Crew				Southampton	ÌÊ la Carte Restaurant Manager	LOST		313						
GEDDES, Mr Richard Charles	1880	1912	32	Male	Victualling Crew	Crew				Southampton	Bed Room Steward (1st class)	LOST								
GEER, Mr Alfred Emest	1886	1912	26	Male	Engineering Crew Substitute Crew	Crew				Southampton	Fireman	LOST								
GIBBONS, Mr Jacob William	1875	1965	36	Male	Victualling Crew	Crew				Southampton	Second Class Steward	SAVED	11							
GILARDINO, Sig. Vincenzo Pio	1881	1912	31	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
GILES, Mr John Robert	1879	1912	32	Male	Victualling Crew	Crew				Southampton	2nd Baker	LOST								
GILL, Mr Joseph Stanley	1873	1912	38	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST		49						
GILL, Mr Patrick	1874	1912	38	Male	Victualling Crew	Crew				Southampton	Ship's Cook	LOST								
GODLEY, Mr George Auguste	1873	1940	38	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
GODWIN, Mr Frederick Charles	1876	1912	36	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
GOLD, Mrs Jane Kate Coulson	1866	1948	45	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED								
GOLDER, Mr Martin William	1876	1912	35	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
GOLLOP, Mr Percival Salisbury	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Assistant Passage Cook	LOST								
GORDON, Mr John	1882	1912	30	Male	Engineering Crew Substitute Crew	Crew				Southampton	Trimmer	LOST								
GOREE, Mr Frank	1871	1912	40	Male	Engineering Crew	Crew				Southampton	Greaser	LOST		222						
GOSHAWK, Mr Alfred James	1871	1912	40	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
GOSLING, Mr Bertram James	1890	1912	22	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
GOSLING, Mr Frank Henry	1887	1912	25	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
GRADIDGE, Mr Ernest Edward	1889	1912	22	Male	Engineering Crew	Crew				Southampton	Fireman	LOST		276						
GRAHAM, Mr Thomas Gibson	1883		28	Male	Engineering Crew	Crew				Belfast	Fireman	SAVED								
GREEN, Mr George	1892	1912	20	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
GREGORY, Mr David	1869	1912	43	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
GREGSON, Miss Mary Josephine	1867	1923	45	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED	16							
GROSCLAUDE, Mr Gérald	1887	1912	24	Male	Restaurant Staff	Crew				Southampton	Waiter	LOST								
GUMERY, Mr George	1887	1912	24	Male	Engineering Crew	Crew				Southampton	Mess Steward	LOST								
GUNN, Mr Joseph Alfred	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Assistant Saloon Steward (2nd Class)	LOST								
GUY, Mr Elgar John	1882	1922	29	Male	Victualling Crew	Crew				Southampton	Boots	SAVED	5							
GWINN, Mr William Logan	1875	1912	37	Male	Victualling Crew Postal Clerk	Crew				Southampton	Postal Clerk / Postman	LOST								
HAGGAN, Mr John	1877	1952	35	Male	Engineering Crew	Crew				Belfast	Fireman	SAVED	3							
HAINES, Mr Albert	1880	1933	31	Male	Deck Crew	Crew				Belfast	Boatswain Mate	SAVED	9							
HALFORD, Mr Richard	1884	1953	27	Male	Victualling Crew	Crew				Southampton	3rd Class Steward	SAVED	15							
HALL, Mr Frank Alfred James	1871	1912	40	Male	Victualling Crew	Crew				Southampton	Scullion	LOST								
HALL, Mr J.	1880	1912	32	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HALLETT, Mr George Alexander	1889	1912	23	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HAMBLYN, Mr Ernest William	1865	1912	47	Male	Victualling Crew	Crew				Southampton	2nd Class Bedroom Steward	LOST								
HAMILTON, Mr Ernest	1886	1912	25	Male	Victualling Crew	Crew				Belfast	Assistant Smoke Room Steward (1st class)	LOST								
HANDS, Mr Bernard	1858	1912	54	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HANNAM, Mr George	1882	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HARDER, Mr William	1872	1947	39	Male	Deck Crew	Crew				Southampton	Window Cleaner	SAVED	14							
HARDING, Mr Alfred John	1891	1912	21	Male	Victualling Crew	Crew				Southampton	Assistant Pantry Steward (2nd class)	LOST								
HARDWICK, Mr Reginald	1891	1918	21	Male	Victualling Crew	Crew				Southampton	Kitchen Porter	SAVED	11							
HARDY, Mr John	1871	1953	40	Male	Victualling Crew	Crew				Belfast	Chief Second Class Steward	SAVED	D							
HARRIS, Mr Amos	1888	1912	24	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
HARRIS, Mr Charles William	1893	1912	19	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
HARRIS, Mr Clifford Henry	1895	1912	17	Male	Victualling Crew	Crew				Southampton	Bell Boy	LOST								
HARRIS, Mr Edward John	1883	1912	29	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HARRIS, Mr Edward Matthew	1895	1912	17	Male	Victualling Crew	Crew				Southampton	Assistant Pantryman Steward (1st Class)	LOST								
HARRIS, Mr Fred	1873		39	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED								
HARRISON, Mr Aragõa Drummond	1871	1947	40	Male	Victualling Crew	Crew				Southampton	Saloon Steward (1st class)	SAVED	9							
HARRISON, Mr Norman E.	1873	1912	38	Male	Engineering Crew	Crew				Belfast	Junior 2nd. Engineer	LOST								
HART, Mr James	1858	1912	54	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HART, Mr John Edward	1881	1954	31	Male	Victualling Crew	Crew				Southampton	Steward	SAVED								
HARTNELL, Mr Fred	1890	1920	21	Male	Victualling Crew	Crew				Southampton	Saloon Steward	SAVED								
HARVEY, Mr Herbert Gifford	1878	1912	34	Male	Engineering Crew	Crew				Belfast	Junior Assistant 2nd. Engineer	LOST								
HATCH, Mr Hugh	1891	1912	21	Male	Victualling Crew	Crew				Southampton	Scullion	LOST								
HAWKESWORTH, Mr James	1860	1912	52	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
HAWKESWORTH, Mr William Walter	1869	1912	43	Male	Victualling Crew	Crew				Southampton	Deck Steward (1st class)	LOST								
HAYTER, Mr Arthur	1867	1912	44	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST		25						
HEAD, Mr Alfred	1888	1912	24	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HEBB, Mr William Albert Thomas	1889	1932	22	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	B							
HEINEN, Mr Joseph Dominichus	1882	1912	30	Male	Victualling Crew	Crew				Southampton	Saloon Steward (2nd class)	LOST								
HEMMING, Mr Samuel Ernest	1868	1928	43	Male	Deck Crew	Crew				Belfast	Lamp Trimmer	SAVED	4							
HENDRICKSON, Mr Charles Osker	1883	1956	28	Male	Engineering Crew	Crew				Southampton	Leading Fireman	SAVED	1							
HENDY, Mr Edward Martin	1872	1912	39	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
HENSFORD, Mr Herbert George Ernest	1885	1912	26	Male	Victualling Crew	Crew				Southampton	Assistant Butcher	LOST								
HESKETH, Mr John Henry	1879	1912	33	Male	Engineering Crew	Crew				Belfast	Second Engineer (refrigeration)	LOST								
HESLIN, Mr James	1861	1912	51	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
HEWITT, Mr Thomas	1875	1912	37	Male	Victualling Crew	Crew				Belfast	Bed Room Steward (1st class)	LOST		168						
HICHENS, Mr Robert	1882	1940	29	Male	Deck Crew	Crew				Southampton	Quartermaster	SAVED	6							
HILL, Mr Henry Parkinson	1875	1912	37	Male	Victualling Crew	Crew				Southampton	Steward	LOST								
HILL, Mr James	1887	1912	25	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST								
HILL, Mr James Colston	1869	1912	43	Male	Victualling Crew	Crew				Belfast	1st Class Bedroom Steward	LOST		152						
HINCKLEY, Mr George Herbert	1872	1912	40	Male	Victualling Crew	Crew				Southampton	Bathroom Steward (1st Class)	LOST		66						
HINE, Mr William Edward	1876	1912	36	Male	Victualling Crew	Crew				Southampton	3rd Baker	LOST								
HINTON, Mr Stephen William	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST		85						
HISCOCK, Mr Sydney George	1887	1912	25	Male	Victualling Crew	Crew				Southampton	Plate Steward	LOST								
HOARE, Mr Leonard James	1893	1912	18	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
HODGE, Mr Charley	1883	1912	29	Male	Engineering Crew	Crew				Belfast	Senior Assistant 3rd. Engineer	LOST								
HODGES, Mr W.	1886	1912	26	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HODGKINSON, Mr Leonard	1866	1912	46	Male	Engineering Crew	Crew				Belfast	Senior 4th. Engineer	LOST								
HOGAN, Mr Albert John	1893	1912	19	Male	Victualling Crew	Crew				Southampton	Scullion	LOST								
HOGG, Mr Charles William	1868	1912	43	Male	Victualling Crew	Crew				Southampton	1st Class Bedroom Steward	LOST								
HOGG, Mr George Alfred	1883	1946	29	Male	Deck Crew	Crew				Belfast	Lookout	SAVED	7							
HOGUE, Mr E.	1890	1912	22	Male	Victualling Crew	Crew				Southampton	Plate Steward	LOST								
HOLLAND, Mr Thomas	1883	1912	28	Male	Victualling Crew	Crew				Belfast	Reception Steward	LOST								
HOLLOWAY, Mr Sidney	1888	1912	24	Male	Victualling Crew	Crew				Southampton	Assistant clothes presser steward	LOST		273						
HOLMAN, Mr Harry	1883	1912	29	Male	Deck Crew	Crew				Belfast	Able Seaman	LOST								
HOPGOOD, Mr Roland John C.	1882	1912	29	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HOPKINS, Mr Frederick William	1897	1912	14	Male	Victualling Crew	Crew				Southampton	Plate Steward	LOST								
HOPKINS, Mr Robert John	1868	1943	43	Male	Deck Crew	Crew				Belfast	Able Seaman	SAVED	13							
HORSWILL, Mr Albert Edward James	1879	1962	33	Male	Deck Crew	Crew				Southampton	Able Seaman	SAVED	1							
HOSGOOD, Mr Richard William	1889	1912	22	Male	Engineering Crew Substitute Crew	Crew				Southampton	Fireman	LOST		242						
HOSKING, Mr George Fox	1875	1912	36	Male	Engineering Crew	Crew				Belfast	Senior 3rd. Engineer	LOST								
HOUSE, Mr William Charles	1866	1912	45	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST								
HOWELL, Mr Arthur Albert	1880	1912	31	Male	Victualling Crew	Crew				Belfast	Saloon Steward (1st class)	LOST		319						
HUGHES, Mr William Thomas	1878	1912	34	Male	Victualling Crew	Crew				Southampton	Assistant Second Steward (1st Class)	LOST								
HUMBY, Mr Frederick	1895	1912	17	Male	Victualling Crew	Crew				Southampton	Plate Steward (2nd Class)	LOST								
HUMPHREYS, Mr Humphrey	1880	1912	31	Male	Victualling Crew	Crew				Southampton	Assistant Saloon Steward, 2nd Class	LOST								
HUMPHREYS, Mr Sidney	1859	1919	52	Male	Deck Crew	Crew				Southampton	Quartermaster	SAVED	11							
HUNT, Mr Albert Sylvanus	1889	1949	23	Male	Engineering Crew	Crew				Southampton	Trimmer	SAVED	C							
HUNT, Mr Tom	1884	1912	27	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HURST, Mr Charles John	1871	1912	40	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
HURST, Mr Walter	1888	1964	23	Male	Engineering Crew	Crew				Southampton	Fireman	SAVED	B							
HUTCHINSON, Mr James	1881	1912	31	Male	Victualling Crew	Crew				Southampton	Vegetable Cook	LOST		250						
HUTCHINSON, Mr John Hall	1884	1912	28	Male	Deck Crew	Crew				Belfast	Carpenter / Joiner	LOST								
HYLAND, Mr Leo James	1893	1974	19	Male	Victualling Crew	Crew				Southampton	Steward (3rd Class)	SAVED	11							
IDE, Mr Harry John	1880	1912	31	Male	Victualling Crew	Crew				Southampton	1st Class Bedroom Steward	LOST								
INGRAM, Mr George	1892	1912	19	Male	Engineering Crew	Crew				Southampton	Trimmer	LOST		204						
INGROUILLE, Mr Henry	1890	1912	21	Male	Victualling Crew	Crew				Southampton	Steward	LOST								
INGS, Mr William Ernest	1892	1912	20	Male	Victualling Crew	Crew				Southampton	Scullion	LOST								
INSTANCE, Mr Thomas	1881	1912	31	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
JACKOPSON, Mr John Henry	1881	1912	30	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
JACKSON, Mr Cecil	1890	1912	22	Male	Victualling Crew	Crew				Belfast	Assistant boots steward (1st class)	LOST								
JAGO, Mr Joseph	1853	1912	59	Male	Engineering Crew	Crew				Southampton	Greaser	LOST								
JAILLET, Mr Henri Marie	1873	1912	38	Male	Restaurant Staff	Crew				Southampton	Pastry Cook (Restaurant)	LOST		277						
JAMES, Mr Thomas	1885	1912	27	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
JANAWAY, Mr William Frank	1877	1912	35	Male	Victualling Crew	Crew				Belfast	Bed Room Steward	LOST								
JANIN, Mr Claude Marie	1882	1912	29	Male	Restaurant Staff	Crew				Southampton	Soup Cook	LOST								
JEFFERY, Mr William Alfred	1884	1912	28	Male	Restaurant Staff	Crew				Southampton	A la carte restaurant controller	LOST								
JENNER, Mr Thomas Henry (Harry)	1856	1912	55	Male	Victualling Crew	Crew				Belfast	Saloon Steward	LOST								
JENSEN, Mr Charles Valdemar	1887	1912	24	Male	Victualling Crew	Crew				Southampton	Saloon Steward	LOST								
JESSOP, Miss Violet Constance	1887	1971	24	Female	Victualling Crew	Crew				Southampton	Stewardess	SAVED								
JEWELL, Mr Archie	1888	1917	23	Male	Deck Crew	Crew				Belfast	Lookout	SAVED	7							
JOAS, Mr N.	1873	1912	39	Male	Engineering Crew	Crew				Southampton	Fireman	LOST								
